"Ranking","Name","Result_m","Announced","Points","Penalties","Date","Place","Country"
2027,"Katarina LINCZENYIOVA ",42,70,13,29,2015-06-06,"NIRVANA OCEANQUEST","Slovakia"
2028,"Donya AMER ",42,42,42,0,2014-06-28,"Apnoe Happening Tieftauchwettkampf","Germany"
2029,"Deisy MARQUEZ ",42,42,42,0,2012-11-20,"Suunto Vertical Blue 2012","Venezuela"
2030,"Deisy MARQUEZ ",42,42,42,0,2012-11-20,"Suunto Vertical Blue 2012","Venezuela"
2031,"Deisy MARQUEZ ",42,42,42,0,2012-11-20,"Suunto Vertical Blue 2012","Venezuela"
2032,"Thomas OBERHUBER ",42,42,42,0,2014-08-23,"Swiss Championship Lake","Austria"
2033,"Desiree Attias BALFELT ",42,42,42,0,2014-08-25,"2014 AIDA EuroCup","Denmark"
2034,"Carlos CORREA ",42,76,7,35,2015-05-23,"Caribbean Cup 2015","Colombia"
2035,"Michal PROCAJLO ",42,42,42,0,2013-08-14,"Crystal Clear Water Competition","Poland"
2036,"Catherine CHARNLEY ",42,42,42,0,2014-03-21,"Dive Wellington/Beuchat New Zealand Freediving National Depth Championships","Australia"
2037,"Michael GROENBAEK ",42,42,42,0,2015-05-25,"FreedivingWorld Competition","Denmark"
2038,"Michael GROENBAEK ",42,42,42,0,2015-05-25,"FreedivingWorld Competition","Denmark"
2039,"jean-loup PECHUZAL ",42,42,42,0,2015-06-20,"Nice Abyss Contest 2015","France"
2040,"Gaetan LOISEAU ",42,42,42,0,2015-03-05,"Andaman Freediving challenge","France"
2041,"Hellen GARNER ",42,42,42,0,2006-06-04,"Triple Depth 2006","South Africa"
2042,"Myoungho NOH ",42,42,42,0,2011-11-26,"FREEDIVEDAHAB NOVEMBER MINICOMP","Korea, Republic of"
2043,"Stanley SRADAPUTTA ",42,42,42,0,2013-10-30,"One Breath Jamboree","Indonesia"
2044,"Edgardo ANDRADE ",42,42,42,0,2014-05-25,"Caribbean Cup 2014","Honduras"
2045,"Martin ZAPANTA ",42,42,42,0,2014-09-11,"Freedive Panglao Depth Challenge","Philippines"
2046,"Sangsun KIM ",42,42,42,0,2015-05-23,"S.E.A. Freediving Challenge","Korea, Republic of"
2047,"Violeta Sanjuan ",42,42,42,0,2016-04-22,"Vertical Blue 2016","Spain"
2048,"Mohd Azam Abdul Hamid ",42,42,42,0,2012-03-31,"Blood Red Philippine Depth Challenge","Malaysia"
2049,"Adriana Buechner de Freitas Brandao ",42,42,42,0,2012-11-20,"Suunto Vertical Blue 2012","Brazil"
2050,"Adriana Buechner de Freitas Brandao ",42,42,42,0,2012-11-20,"Suunto Vertical Blue 2012","Brazil"
2051,"Adriana Buechner de Freitas Brandao ",42,42,42,0,2012-11-20,"Suunto Vertical Blue 2012","Brazil"
2052,"Naoto YOSHIKAWA ",41,45,36,9,2016-05-25,"Freedive Panglao May Minicompetition","Japan"
2053,"Aristidis EFSTATHIOU ",41,41,0,0,2015-06-07,"9th Mediterranean World Cup","Germany"
2054,"Camilla Salling Olsen ",41,41,41,0,2016-04-30,"FREEDIVING ATLANTIC CUP","Denmark"
2055,"María Belén  de la Vega ",41,48,33,0,2016-06-04,"Nirvana Oceanquest Competition","Argentina"
2056,"Marcin Baranowski ",41,41,41,0,2016-08-17,"X Głębokościowe Mistrzostwa Polski we Freedivingu | X Polish Depth Championships","Poland"
2057,"Yui WADA ",41,55,26,15,2011-09-15,"AIDA Individual Depth World Championship 2011","Japan"
2058,"Viacheslav KULESHOV ",41,41,41,0,2013-07-26,"DEEP UKRAINE 2013","Russian Federation"
2059,"Junko KITAHAMA ",41,58,23,18,2008-08-24,"Prechallenge 2008","Japan"
2060,"Ingela KARLSSON ",41,41,41,0,2009-09-06,"Triple Depth 2009","Finland"
2061,"Katsumi KANEDA ",41,41,41,0,2007-11-10,"9th Manazuru Freediving Classic","Japan"
2062,"Per WESTIN ",41,66,15,26,2010-08-14,"Nordic Deep 2010","Sweden"
2063,"Maria Livbjerg ",41,41,41,0,2008-08-20,"Nordic Deep 2008","Denmark"
2064,"Takanori KUMAZAWA ",41,41,41,0,2009-07-17,"Deep Water Cup Okinawa 2009","Japan"
2065,"Ilka MICHAELIS ",41,41,41,0,2009-04-21,"(in progress) Bizzy Blue Hole 2009","Germany"
2066,"Wesley LAPP ",41,50,31,10,2012-05-04,"Deja Blue 3","United States"
2067,"Cristina KÜMMEL ",41,52,29,12,2010-06-14,"3rd Mediterranean Freediving Meeting","Denmark"
2068,"Nobuaki MATSUHASHI ",41,41,41,0,2007-08-04,"Deep Water Cup Okinawa 2007","Japan"
2069,"Alan BARBER ",41,41,41,0,2010-05-21,"Freedive Dahab Mini Comp 2010","United Kingdom"
2070,"Adrian HAMILTON ",41,41,41,0,2010-05-21,"Freedive Dahab Mini Comp 2010","United Kingdom"
2071,"Alana CASKEY ",41,41,41,0,2010-05-21,"Freedive Dahab Mini Comp 2010","Australia"
2072,"Mihaela ROMIC ",41,51,29,1,2009-07-03,"Rab Dive Off 2009","Croatia"
2073,"Cristof GATZEN ",41,63,18,23,2012-10-20,"TRIPLE DEPTH 2012","Germany"
2074,"Ken KIRIYAMA ",41,50,32,9,2012-02-09,"Andaman 2012 Freediving Competition","Denmark"
2075,"Natalie DODUC ",41,41,41,0,2012-08-20,"AIDA Red Sea World Cup","Canada"
2076,"Gregory BOREL ",41,53,28,13,2012-06-06,"5th Mediterranean World Cup","France"
2077,"Gregory BOREL ",41,53,28,13,2012-06-06,"5th Mediterranean World Cup","France"
2078,"Rodolfo ROBATTI ",41,42,39,2,2011-07-10,"Swiss Championship lake","Switzerland"
2079,"Emilia BIALA ",41,41,41,0,2007-09-08,"Swiss Championship with guests","Poland"
2080,"Adam DRZAZGA ",41,41,41,0,2012-05-27,"UK BFA Depth Championships","United Kingdom"
2081,"Edwin BOZELIE ",41,41,41,0,2012-01-16,"FREEDIVEDAHAB January MINICOMP","Netherlands"
2082,"Kattie LUSSIER ",41,41,41,0,2010-06-14,"3rd Mediterranean Freediving Meeting","Canada"
2083,"Danny SWALAS ",41,41,41,0,2010-08-14,"Nordic Deep 2010","Sweden"
2084,"Anne HAVE RASMUSSEN ",41,41,41,0,2014-08-27,"2014 Danish hampionships","Denmark"
2085,"Willi HOFFMANN ",41,41,41,0,2015-07-11,"Cool Down 2015 - Austrian Championship","Germany"
2086,"beate GRICKEVICH ",41,42,39,2,2012-01-16,"FREEDIVEDAHAB January MINICOMP","Russian Federation"
2087,"Trond MOLDAL ",41,48,34,7,2013-10-30,"One Breath Jamboree","Norway"
2088,"Luca CORN ",41,50,31,10,2013-02-09,"Andaman Freediving Competition","Austria"
2089,"Bernadette SCHILDORFER ",41,41,41,0,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","Austria"
2090,"Mihalis FILINIS ",41,41,41,0,2015-08-15,"Under Pressure 2015","Greece"
2091,"Konstantinos NADIOTIS ",41,41,41,0,2012-11-04,"AIDA Cyprus Depth Day 2012","Cyprus"
2092,"Vincent BRUNO ",41,41,41,0,2013-10-30,"One Breath Jamboree","Belgium"
2093,"Michael GROENBAEK ",41,45,36,5,2015-05-25,"FreedivingWorld Competition","Denmark"
2094,"luca sherif FRIGIDO ",41,41,41,0,2014-08-13,"Arab League Championship","Italy"
2095,"Matthias TEUBNER ",41,41,41,0,2015-07-11,"Cool Down 2015 - Austrian Championship","Germany"
2096,"Marion CHAVANNE ",41,41,41,0,2015-06-20,"Nice Abyss Contest 2015","France"
2097,"Marion CHAVANNE ",41,41,41,0,2015-06-20,"Nice Abyss Contest 2015","France"
2098,"Shiv MADHU ",41,61,20,21,2013-11-09,"Vertical Blue 2013","International"
2099,"Konstantinos AFXENTIOU ",41,41,41,0,2015-10-18,"AIDA CYPRUS DEPTH GAMES 2015","Cyprus"
2100,"Adriana Gabriela BANTU-DINU ",41,41,41,0,2015-10-18,"AIDA CYPRUS DEPTH GAMES 2015","Romania"
2101,"Shuichi  Goto ",41,41,41,0,2013-07-06,"5th Ebisu Cup Mugen Freedibing competition 2013","Japan"
2102,"Tsukasa KIMURA ",40,40,40,0,2016-09-22,"Freedive Panglao September Minicomp","Japan"
2103,"Kagumi KIMURA ",40,40,40,0,2016-09-22,"Freedive Panglao September Minicomp","Japan"
2104,"Daniel Arias Cordova ",40,40,40,0,2016-05-26,"Caribbean Cup 2016","Chile"
2105,"Jack HATFIELD ",40,40,40,0,2016-11-13,"Australian Depth National Freediving Championship 2016","Australia"
2106,"Sa Ik Yoon ",40,40,40,0,2016-04-30,"Freedive Panglao Depth Challenge","Korea, Republic of"
2107,"Thais PICCHI ",40,40,40,0,2016-06-04,"Nirvana Oceanquest Competition","Brazil"
2108,"Wesley LAPP ",40,40,40,0,2016-05-09,"Deja Blue 7","United States"
2109,"maria sitti ",40,40,40,0,2016-10-23,"AIDA CYPRUS depth games 2016.","Cyprus"
2110,"Yvette Margeaux Bezuidenhout ",40,40,40,0,2016-04-30,"Freedive Panglao Depth Challenge","United Kingdom"
2111,"Stephan Kirsten ",40,40,40,0,2016-04-30,"Freedive Panglao Depth Challenge","Namibia"
2112,"SANGHYUN BAEK ",40,40,40,0,2016-07-24,"Freedive Panglao July Minicompetition","Korea, Republic of"
2113,"María Belén  de la Vega ",40,40,40,0,2016-06-04,"Nirvana Oceanquest Competition","Argentina"
2114,"Daniel Arias Cordova ",40,40,40,0,2016-05-26,"Caribbean Cup 2016","Chile"
2115,"Andrea BANDIELLO ",40,40,40,0,2012-06-16,"AA Depth Minicomp 2012","Italy"
2116,"Stig Åvall SEVERINSEN ",40,40,40,0,2009-04-21,"(in progress) Bizzy Blue Hole 2009","Denmark"
2117,"Johann MOLS ",40,40,40,0,2003-06-29,"Round 5 of the Belgium Cup 2003","Belgium"
2118,"Haico AALDERING ",40,40,40,0,2003-06-29,"Round 5 of the Belgium Cup 2003","Netherlands"
2119,"Tomoko YAMANOUCHI ",40,40,40,0,2007-10-21,"Triple Depth","Japan"
2120,"Petr ZLATUSKA ",40,40,40,0,2009-04-21,"(in progress) Bizzy Blue Hole 2009","Czech Republic"
2121,"David KING ",40,40,40,0,2009-07-19,"Salt Free Double Dip 2009","United Kingdom"
2122,"Hrvoje BADURINA ",40,40,40,0,2008-07-12,"AIDA Freediving RAB OFF","Croatia"
2123,"Junko KITAHAMA ",40,40,40,0,2011-04-17,"Vertical Blue 2011","Japan"
2124,"Marcus THOMPSON ",40,40,40,0,2006-03-26,"Deep Down Under 2006","New Zealand"
2125,"Victor QUANDOS ",40,40,40,0,2013-11-09,"Vertical Blue 2013","Sweden"
2126,"Patrick PREISIG ",40,40,40,0,2006-03-26,"Deep Down Under 2006","New Zealand"
2127,"Andreas VALETTE ",40,40,40,0,2006-08-19,"Nordic Deep 2006","Sweden"
2128,"David MULLINS ",40,40,40,0,2006-03-26,"Deep Down Under 2006","New Zealand"
2129,"Miha PRIBOSIC ",40,40,40,0,2006-08-19,"Nordic Deep 2006","Slovenia"
2130,"Natassa FRAGOULI ",40,40,40,0,2007-10-07,"Summer Apnea Games 2007 - In Memory of Dimitris Vassilakis","Greece"
2131,"Bettina WOLFER ",40,40,40,0,2007-09-08,"Swiss Championship with guests","Switzerland"
2132,"Alejandra LOPEZ ",40,40,40,0,2011-09-15,"AIDA Individual Depth World Championship 2011","Mexico"
2133,"Ingela KARLSSON ",40,40,40,0,2009-04-21,"(in progress) Bizzy Blue Hole 2009","Finland"
2134,"Katsumi KANEDA ",40,40,40,0,2007-08-04,"Deep Water Cup Okinawa 2007","Japan"
2135,"Linda PAGANELLI ",40,40,40,0,2007-10-21,"Triple Depth","Italy"
2136,"Macarena BENITEZ ",40,40,40,0,2012-11-20,"Suunto Vertical Blue 2012","Chile"
2137,"Macarena BENITEZ ",40,40,40,0,2012-11-20,"Suunto Vertical Blue 2012","Chile"
2138,"Macarena BENITEZ ",40,40,40,0,2012-11-20,"Suunto Vertical Blue 2012","Chile"
2139,"Fred STONE ",40,40,40,0,2005-11-05,"Triple Depth - Freedive Dahab","United Kingdom"
2140,"Larisa MALYKHINA ",40,40,40,0,2005-11-05,"Triple Depth - Freedive Dahab","Russian Federation"
2141,"Fran ROSE ",40,40,40,0,2006-05-14,"Deep Down Under 2006","New Zealand"
2142,"Fran ROSE ",40,40,40,0,2006-03-26,"Deep Down Under 2006","New Zealand"
2143,"Roberta CENEDESE ",40,40,39,1,2009-07-25,"Canadian Depth Nationals 2009","Canada"
2144,"Roberta CENEDESE ",40,40,39,1,2009-07-25,"Canadian Depth Nationals 2009","Canada"
2145,"Landaeta WALTER ",40,40,40,0,2006-09-09,"1st National Deep Apnea","Venezuela"
2146,"Kazuya OKITA ",40,40,40,0,2006-08-27,"Okinawa Freedive Invitational 2006","Japan"
2147,"Hisashi FUKUI ",40,40,40,0,2006-08-27,"Okinawa Freedive Invitational 2006","Japan"
2148,"Yuko HASHIZUME ",40,40,40,0,2006-06-04,"Triple Depth 2006","Japan"
2149,"Ilka MICHAELIS ",40,40,40,0,2009-04-21,"(in progress) Bizzy Blue Hole 2009","Germany"
2150,"Ilka MICHAELIS ",40,47,32,8,2012-05-30,"FDD LAST CHANCE WC QUALIFYING COMP  (sta+dyn+cwt)","Germany"
2151,"Wesley LAPP ",40,40,40,0,2014-05-11,"Deja Blue V","United States"
2152,"Warley Rezende DE SOUZA ",40,40,40,0,2013-11-28,"Bonaire Freediving Competition 2013","Brazil"
2153,"Ulf DEXTEGEN ",40,40,40,0,2008-08-20,"Nordic Deep 2008","Sweden"
2154,"Masayuki YAMADA ",40,40,40,0,2007-08-04,"Deep Water Cup Okinawa 2007","Japan"
2155,"Jana SKROBOVA ",40,40,40,0,2010-04-29,"Bizzy Blue Hole 2010","Czech Republic"
2156,"Maria HOVDEN ",40,40,40,0,2010-08-14,"Nordic Deep 2010","Norway"
2157,"Mafalda OLIVEIRA ",40,40,40,0,2011-09-15,"AIDA Individual Depth World Championship 2011","Portugal"
2158,"Toru TAKENOUCHI ",40,40,40,0,2012-07-13,"Deep Water Cup 2012 OKINAWA","Japan"
2159,"Mike WELLS ",40,53,26,14,2009-05-30,"Freedive Dahab Mini Comp 2009","Australia"
2160,"Ofir SABAG ",40,40,40,0,2009-09-06,"Triple Depth 2009","Israel"
2161,"Jasmine BASTOW ",40,40,40,0,2010-04-22,"Freedive Paradise 2010","Australia"
2162,"Pavel SOUKUP ",40,40,40,0,2011-06-11,"AA Depth Minicomp 2011","Czech Republic"
2163,"Tristan BAYLE ",40,40,40,0,2008-02-08,"Andaman AIDA Freediving Challenge 2008","France"
2164,"Jon RUIZ DE ARGANDONA ",40,40,40,0,2008-02-08,"Andaman AIDA Freediving Challenge 2008","Spain"
2165,"Aurora PADILLA ",40,40,40,0,2010-06-29,"AIDA Mexico Xibalba 2010","Mexico"
2166,"Gottfried EIBNER ",40,40,40,0,2013-07-27,"SUUNTO Cool Down 2013","Austria"
2167,"Piotr ANDRZEJCZYK ",40,40,40,0,2011-07-30,"Crystal Clear Water Competition 2011","Poland"
2168,"Piotr ANDRZEJCZYK ",40,50,40,0,2011-07-30,"Crystal Clear Water Competition 2011","Poland"
2169,"Piotr ANDRZEJCZYK ",40,60,40,0,2011-07-30,"Crystal Clear Water Competition 2011","Poland"
2170,"Piotr ANDRZEJCZYK ",40,0,40,0,2011-07-30,"Crystal Clear Water Competition 2011","Poland"
2171,"Piotr ANDRZEJCZYK ",40,0,40,0,2011-07-30,"Crystal Clear Water Competition 2011","Poland"
2172,"Chris LAYCOCK ",40,40,40,0,2012-05-27,"UK BFA Depth Championships","United Kingdom"
2173,"Kostas MYLONAKIS ",40,40,40,0,2009-07-12,"1st Kretan Depth Competition 2009","Greece"
2174,"Alexey KISILEV ",40,40,40,0,2015-11-05,"RedCcup","Russian Federation"
2175,"Gregoire FOLLY ",40,40,40,0,2011-06-23,"Triple Depth 2011","Switzerland"
2176,"Joe SHERIDAN ",40,40,40,0,2010-05-11,"PFI Deja Blue 2010","United States"
2177,"Tania Rounthwaite ",40,40,40,0,2015-03-20,"Dive Wellington Beuchat Freediving New Zealand Depth National Championships 2015","New Zealand"
2178,"Gabriele SATTO ",40,40,40,0,2011-07-10,"Swiss Championship lake","Italy"
2179,"Kenny WATSON ",40,40,40,0,2015-10-01,"Triple Depth","United Kingdom"
2180,"Alexandros SARASITIS ",40,40,40,0,2010-09-26,"Hellenic Freediving Championships 2010","Greece"
2181,"Quinn TULLY SMITH ",40,40,40,0,2010-07-25,"Double Dip Down Under","Australia"
2182,"Elisabeth MATTES ",40,40,40,0,2013-05-20,"Caribbean Cup 2013","Austria"
2183,"Elisabeth MATTES ",40,40,40,0,2014-05-25,"Caribbean Cup 2014","Austria"
2184,"Emilia BIALA ",40,40,40,0,2009-07-25,"Swiss Depth Championship 2009","Poland"
2185,"James VALENTINE ",40,40,40,0,2011-02-10,"Andaman AIDA Freediving Challenge 2011","United Kingdom"
2186,"Siri FOGELBERG ",40,40,40,0,2011-06-23,"Triple Depth 2011","Sweden"
2187,"Joonas VUORELA ",40,40,40,0,2011-01-21,"FDI Going Deep","Finland"
2188,"Alex LOZANO ",40,40,40,0,2011-06-23,"Triple Depth 2011","Spain"
2189,"Fanny EHRENBERG ",40,40,40,0,2009-04-21,"(in progress) Bizzy Blue Hole 2009","Sweden"
2190,"Flavia EBERHARD ",40,40,40,0,2009-05-30,"Freedive Dahab Mini Comp 2009","Brazil"
2191,"Marc LENOIR ",40,71,8,32,2010-05-21,"Freedive Dahab Mini Comp 2010","France"
2192,"Johan BLOMKVIST ",40,40,40,0,2010-08-14,"Nordic Deep 2010","Sweden"
2193,"Marco GALLO ",40,40,40,0,2011-07-10,"Swiss Championship lake","Italy"
2194,"Pascal BERGER ",40,40,40,0,2012-08-18,"Schweizer und Deutsche Meisterschaft im Tieftauchen 3023","Switzerland"
2195,"Alison CRAWFORD ",40,40,40,0,2012-10-20,"TRIPLE DEPTH 2012","United Kingdom"
2196,"Trond MOLDAL ",40,40,40,0,2012-02-09,"Andaman 2012 Freediving Competition","Norway"
2197,"Trond MOLDAL ",40,40,40,0,2014-02-17,"Andaman Freediving Challenge 2014","Norway"
2198,"Mitsuhiro KOJIMA ",40,40,40,0,2014-05-25,"Caribbean Cup 2014","Japan"
2199,"Yoshiaki SUZUKI ",40,40,40,0,2013-11-09,"Vertical Blue 2013","Japan"
2200,"Béatrice LECROQ ",40,40,40,0,2012-07-13,"Deep Water Cup 2012 OKINAWA","France"
2201,"Mihalis FILINIS ",40,40,40,0,2013-09-07,"AIDA Hellas SUMMER APNEA GAMES 2013","Greece"
2202,"Mihalis FILINIS ",40,46,33,7,2013-10-06,"AIDA Cyprus Depth Games 2013","Greece"
2203,"Mihalis FILINIS ",40,40,40,0,2015-06-10,"8th Mediterranean World Cup","Greece"
2204,"Marek MARCISZ ",40,40,40,0,2012-07-26,"Polish Freediving Championships","Poland"
2205,"Katerina SURANSKA ",40,40,40,0,2013-07-27,"SUUNTO Cool Down 2013","Czech Republic"
2206,"Dee Dee  FLORES ",40,40,40,0,2013-11-09,"Vertical Blue 2013","United States"
2207,"Oleg ISTYAGIN  ",40,40,40,0,2012-10-20,"TRIPLE DEPTH 2012","Ukraine"
2208,"Vitaliy SIZENKO ",40,40,40,0,2013-07-26,"DEEP UKRAINE 2013","Ukraine"
2209,"Michael KOSHMAK ",40,40,40,0,2013-07-26,"DEEP UKRAINE 2013","Ukraine"
2210,"Jack HATFIELD ",40,40,40,0,2015-08-27,"Australian Depth National Championship","Australia"
2211,"Beci RYAN ",40,40,40,0,2015-09-11,"2015 AIDA Depth World Championships","United Kingdom"
2212,"Elisabeth   HUMMEL  ",40,40,40,0,2014-08-23,"Swiss Championship Lake","Germany"
2213,"Yann DUMAS ",40,40,40,0,2013-02-09,"Andaman Freediving Competition","France"
2214,"joe SURMA ",40,40,40,0,2013-10-05,"Deja Blue IV","United States"
2215,"Shinya OI ",40,40,40,0,2014-11-01,"15th Manazuru Freediving Classic","Japan"
2216,"Timo DERSCH ",40,40,40,0,2014-06-28,"Apnoe Happening Tieftauchwettkampf","Germany"
2217,"Antony AGRANIER ",40,40,40,0,2015-06-20,"Nice Abyss Contest 2015","France"
2218,"Michelle MARSH ",40,40,40,0,2015-08-21,"Freedive Paradise 2015","United States"
2219,"Catherine CHARNLEY ",40,40,40,0,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","Australia"
2220,"Catherine CHARNLEY ",40,40,40,0,2013-10-21,"Triple Depth","Australia"
2221,"ASHLEIGH BAIRD ",40,40,40,0,2013-10-05,"Deja Blue IV","United States"
2222,"ASHLEIGH BAIRD ",40,40,39,1,2015-05-23,"Caribbean Cup 2015","United States"
2223,"JOHN HULLVERSON ",40,40,40,0,2013-10-05,"Deja Blue IV","United States"
2224,"Yasuyuki NAKAI ",40,40,40,0,2013-10-19,"14th Manazuru Freediving Classic","Japan"
2225,"Jenna APOKOTOS ",40,40,40,0,2013-10-30,"One Breath Jamboree","Greece"
2226,"Monika ZAWISTOWSKA ",40,40,40,0,2014-06-15,"7th AIDA Mediterranean World Cup","Poland"
2227,"Nat DAVEY ",40,40,40,0,2013-11-30,"Greg Holland Jewellery Diamond Deep 2013","New Zealand"
2228,"Michael GROENBAEK ",40,45,34,6,2015-05-25,"FreedivingWorld Competition","Denmark"
2229,"Michael GROENBAEK ",40,45,34,6,2015-05-25,"FreedivingWorld Competition","Denmark"
2230,"carlos LOPEZ ",40,40,40,0,2014-05-25,"Caribbean Cup 2014","Mexico"
2231,"Kristof COENEN ",40,40,40,0,2014-06-03,"FD Camp Competition","Belgium"
2232,"Sebastien DELELEE ",40,40,40,0,2015-06-20,"Nice Abyss Contest 2015","France"
2233,"Gemma COOKSON ",40,40,40,0,2015-03-20,"Dive Wellington Beuchat Freediving New Zealand Depth National Championships 2015","New Zealand"
2234,"geroge CLOSE ",40,40,40,0,2015-04-30,"RedCcup","United Kingdom"
2235,"Marcin RUTKOWSKI ",40,40,40,0,2015-08-19,"Zawody Krystalicznej Wody","Poland"
2236,"Lukasz SIERANT ",40,40,40,0,2015-08-19,"Zawody Krystalicznej Wody","Poland"
2237,"inge VERBRUGGEN ",40,40,40,0,2015-05-13,"Russian National Open","Belgium"
2238,"inge VERBRUGGEN ",40,40,40,0,2015-10-01,"Triple Depth","Belgium"
2239,"Ricardo MONTANS ",40,60,19,21,2015-06-06,"NIRVANA OCEANQUEST","Argentina"
2240,"Nicola LACEY ",40,40,40,0,2015-03-05,"Andaman Freediving challenge","Ireland"
2241,"Brady BRADSHAW ",40,40,40,0,2015-11-01,"Big Blue","United States"
2242,"Sung Chul KIM ",40,40,39,1,2010-09-26,"Triple Depth 2010","Korea, Republic of"
2243,"Samir BOUAOUDIA ",40,40,40,0,2011-04-15,"Sweet and Salty","International"
2244,"ahmed ABBAS ",40,40,40,0,2012-10-20,"TRIPLE DEPTH 2012","International"
2245,"sophia VAN COLLER ",40,50,29,11,2013-04-25,"Russian National Open","South Africa"
2246,"Sebastian ALAMOSO ",40,40,40,0,2013-05-20,"Caribbean Cup 2013","Chile"
2247,"FRANZ FINDEL ",40,40,40,0,2013-11-28,"Bonaire Freediving Competition 2013","Chile"
2248,"Navarro CARMELO ",40,40,40,0,2014-02-17,"Andaman Freediving Challenge 2014","Philippines"
2249,"Hwancheol YOO ",40,40,40,0,2015-05-02,"Freedive Panglao Depth Challenge 2015","Korea, Republic of"
2250,"Sebastian ALAMOSO ",40,40,40,0,2015-05-23,"Caribbean Cup 2015","Chile"
2251,"Ali AL KHALIFAH ",40,40,40,0,2015-03-20,"Dive Wellington Beuchat Freediving New Zealand Depth National Championships 2015","Saudi Arabia"
2252,"Carmine CAPUTO ",40,40,40,0,2015-07-11,"Cool Down 2015 - Austrian Championship","International"
2253,"Adriana Gabriela BANTU-DINU ",40,40,40,0,2015-08-15,"Under Pressure 2015","Romania"
2254,"Walter CHIVESCU ",40,40,40,0,2015-08-15,"Under Pressure 2015","Romania"
2255,"Syafidatul Azua SHAFII ",40,40,40,0,2015-03-05,"Andaman Freediving challenge","Malaysia"
2256,"JULIAN SUAREZ ",40,40,40,0,2015-11-19,"COPA AIDA DELPHINUS","Colombia"
2257,"IAN ALMASI ",40,40,40,0,2015-11-19,"COPA AIDA DELPHINUS","United States"
2258,"Okamoto KOSUKE ",40,40,40,0,2016-04-22,"Vertical Blue 2016","International"
2259,"ASHLEIGH BAIRD ",40,40,40,0,2016-04-22,"Vertical Blue 2016","United States"
2260,"Sachiko Fukumoto ",40,40,40,0,2016-04-22,"Vertical Blue 2016","Japan"
2261,"Piotr Ławrynowicz ",40,40,40,0,2014-08-02,"IX Indywidualne Mistrzostwa Polski","Poland"
2262,"Mohd Azam Abdul Hamid ",40,40,40,0,2012-02-09,"Andaman 2012 Freediving Competition","Malaysia"
2263,"Kousuke OKAMOTO ",39,39,39,0,2009-09-27,"2th TFC King of Freediving Competition","Japan"
2264,"Kaname HATTORI ",39,39,39,0,2008-08-10,"Deepwater Okinawa Cup 2008","Japan"
2265,"Tsukasa KIMURA ",39,39,39,0,2014-09-11,"Freedive Panglao Depth Challenge","Japan"
2266,"Jasmine BASTOW ",39,45,32,7,2010-07-25,"Double Dip Down Under","Australia"
2267,"Monika HOPF ",39,39,39,0,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","Germany"
2268,"Emilia BIALA ",39,39,39,0,2006-09-02,"Swiss Championship 2006 with guests","Poland"
2269,"Iwan GOJNIK ",39,51,26,13,2015-08-15,"Swiss Championship 2015 Lake of Zurich","Switzerland"
2270,"Matthew KOVACS ",39,39,39,0,2015-08-27,"Australian Depth National Championship","Australia"
2271,"Sebastian ALAMOSO ",39,50,27,12,2015-05-23,"Caribbean Cup 2015","Chile"
2272,"ANASTASIA LAPTEVA ",38,38,38,0,2016-10-23,"AIDA CYPRUS depth games 2016.","Russian Federation"
2273,"Steve Whyte ",38,38,38,0,2016-11-13,"Australian Depth National Freediving Championship 2016","Australia"
2274,"Yoshiro KONNO ",38,50,25,13,2006-08-27,"Okinawa Freedive Invitational 2006","Japan"
2275,"Richard MELIN ",38,38,38,0,2003-06-29,"Round 5 of the Belgium Cup 2003","Belgium"
